volume,vw,open,close,high,low,timestamp,trades
1254.0,413.7863,413.87,413.74,413.87,413.7,2022-06-01 08:00:00,34
6696.0,412.957,413.7,413.09,413.7,412.69,2022-06-01 08:05:00,36
1498.0,412.7297,413.07,412.5,413.07,412.5,2022-06-01 08:10:00,22
1063.0,412.5937,412.55,412.69,412.69,412.55,2022-06-01 08:15:00,10
1358.0,412.4899,412.39,412.52,412.59,412.38,2022-06-01 08:20:00,18
866.0,412.8231,412.87,412.8,412.87,412.79,2022-06-01 08:25:00,13
2440.0,413.0854,412.94,413.08,413.24,412.94,2022-06-01 08:30:00,25
3902.0,413.0833,413.17,412.84,413.17,412.83,2022-06-01 08:35:00,11
418.0,412.9451,413.02,412.85,413.02,412.85,2022-06-01 08:40:00,7
1483.0,413.0947,413.06,413.15,413.18,413.0,2022-06-01 08:45:00,15
2546.0,413.3679,413.39,413.32,413.39,413.26,2022-06-01 08:50:00,14
904.0,413.1803,413.17,413.18,413.21,413.16,2022-06-01 08:55:00,7
1616.0,413.2568,413.29,413.18,413.37,413.18,2022-06-01 09:00:00,9
6314.0,413.4532,413.45,413.45,413.51,413.44,2022-06-01 09:05:00,23
1628.0,413.3991,413.45,413.35,413.45,413.35,2022-06-01 09:10:00,11
1039.0,413.3844,413.44,413.37,413.44,413.37,2022-06-01 09:15:00,9
1320.0,413.6107,413.31,413.66,413.72,413.31,2022-06-01 09:20:00,26
1400.0,413.7282,413.64,413.77,413.77,413.64,2022-06-01 09:25:00,9
201.0,413.81,413.8,413.82,413.82,413.8,2022-06-01 09:30:00,3
300.0,413.86,413.92,413.74,413.92,413.74,2022-06-01 09:35:00,3
305.0,413.5902,413.59,413.59,413.59,413.59,2022-06-01 09:40:00,2
711.0,413.5529,413.66,413.51,413.66,413.51,2022-06-01 09:45:00,11
705.0,413.3926,413.4,413.35,413.4,413.35,2022-06-01 09:50:00,5
405.0,413.4022,413.54,413.3,413.54,413.3,2022-06-01 09:55:00,9
425.0,413.3253,413.28,413.35,413.35,413.28,2022-06-01 10:00:00,6
2758.0,413.0233,413.2,413.02,413.2,413.0,2022-06-01 10:05:00,16
2094.0,413.0114,413.1,412.96,413.1,412.96,2022-06-01 10:10:00,27
569.0,413.0938,413.02,413.22,413.22,413.02,2022-06-01 10:15:00,10
1198.0,412.9295,413.17,412.81,413.17,412.81,2022-06-01 10:20:00,18
1996.0,412.8675,412.93,412.79,412.93,412.75,2022-06-01 10:25:00,24
870.0,413.0741,412.97,413.1,413.1,412.97,2022-06-01 10:30:00,7
2993.0,412.9524,413.0,412.7,413.12,412.7,2022-06-01 10:35:00,51
809.0,412.9416,412.93,413.02,413.02,412.93,2022-06-01 10:40:00,4
1759.0,412.941,413.11,412.86,413.11,412.86,2022-06-01 10:45:00,16
3008.0,412.7527,412.84,412.6,412.84,412.6,2022-06-01 10:50:00,35
1464.0,412.7079,412.5,412.8,412.96,412.5,2022-06-01 10:55:00,30
12877.0,412.9588,412.81,413.11,413.12,412.78,2022-06-01 11:00:00,98
17585.0,413.4382,413.11,413.5,413.72,413.06,2022-06-01 11:05:00,126
4482.0,413.51,413.44,413.59,413.6,413.361,2022-06-01 11:10:00,29
4682.0,413.4039,413.47,413.3,413.5,413.3,2022-06-01 11:15:00,38
3519.0,413.2627,413.32,413.32,413.39,413.16,2022-06-01 11:20:00,52
2677.0,413.39,413.34,413.41,413.42,413.34,2022-06-01 11:25:00,25
8876.0,413.478,413.2,413.51,413.8,413.2,2022-06-01 11:30:00,80
21121.0,413.7051,413.53,413.6,413.89,413.53,2022-06-01 11:35:00,217
13374.0,413.4983,413.57,413.35,413.66,413.35,2022-06-01 11:40:00,120
38537.0,413.5752,413.35,413.7,413.94,413.35,2022-06-01 11:45:00,172
202274.0,413.5552,413.69,413.53,413.71,413.44,2022-06-01 11:50:00,287
151599.0,413.6628,413.53,414.07,414.09,413.5,2022-06-01 11:55:00,347
44381.0,413.8323,412.81,414.28,414.4,412.49,2022-06-01 12:00:00,830
61274.0,414.3115,414.35,414.17,414.45,414.1101,2022-06-01 12:05:00,267
15441.0,414.2094,414.14,414.24,414.33,414.12,2022-06-01 12:10:00,140
22027.0,414.1776,414.25,414.03,414.4,414.0,2022-06-01 12:15:00,173
28816.0,414.2364,414.02,414.55,414.58,413.96,2022-06-01 12:20:00,252
55346.0,414.756,414.5,414.73,414.94,414.5,2022-06-01 12:25:00,396
40187.0,414.6616,414.73,414.86,414.86,414.48,2022-06-01 12:30:00,343
30133.0,414.8309,414.83,414.83,414.89,414.66,2022-06-01 12:35:00,215
36052.0,414.8625,414.8,415.01,415.02,414.63,2022-06-01 12:40:00,342
42047.0,414.7688,414.97,414.67,414.98,414.62,2022-06-01 12:45:00,295
70330.0,414.7065,414.7,414.87,414.87,414.65,2022-06-01 12:50:00,217
30273.0,414.6347,414.85,414.49,414.909,414.49,2022-06-01 12:55:00,219
90143.0,414.5034,414.49,414.38,414.74,414.23,2022-06-01 13:00:00,356
29326.0,414.5332,414.39,414.84,414.84,414.38,2022-06-01 13:05:00,273
42456.0,414.9676,414.84,414.93,415.15,414.77,2022-06-01 13:10:00,291
32476.0,414.9974,414.91,415.21,415.23,414.72,2022-06-01 13:15:00,282
33428.0,414.9945,415.1,415.12,415.18,414.83,2022-06-01 13:20:00,298
38380.0,415.1443,415.13,415.17,415.24,415.05,2022-06-01 13:25:00,292
1973875.0,415.6189,415.17,415.57,416.2,415.06,2022-06-01 13:30:00,16149
1219278.0,415.6327,415.61,414.6538,416.24,414.6307,2022-06-01 13:35:00,14977
954700.0,414.8391,414.68,414.79,415.18,414.38,2022-06-01 13:40:00,10103
1053713.0,414.6333,414.83,414.32,415.15,413.94,2022-06-01 13:45:00,11786
871444.0,414.7604,414.32,415.18,415.25,414.1614,2022-06-01 13:50:00,9989
771195.0,414.917,415.24,414.8999,415.4,414.53,2022-06-01 13:55:00,8610
1162839.0,414.2809,414.83,414.15,415.19,413.47,2022-06-01 14:00:00,13187
1541082.0,412.9941,414.14,412.635,414.2,412.23,2022-06-01 14:05:00,12885
1247325.0,412.3519,412.63,411.93,412.98,411.87,2022-06-01 14:10:00,12307
1576503.0,411.1596,411.92,410.745,411.96,410.73,2022-06-01 14:15:00,13806
874384.0,410.9851,410.75,410.79,411.2273,410.74,2022-06-01 14:20:00,8914
994911.0,410.5699,410.77,410.27,411.15,410.24,2022-06-01 14:25:00,10210
1250779.0,410.2648,410.265,409.6795,410.94,409.66,2022-06-01 14:30:00,13376
1223619.0,409.5609,409.67,409.87,409.94,409.09,2022-06-01 14:35:00,11972
924017.0,410.0026,409.875,410.13,410.39,409.67,2022-06-01 14:40:00,9425
1636683.0,411.2784,410.12,409.6235,410.3,409.585,2022-06-01 14:45:00,9668
808739.0,410.1707,409.62,410.64,410.85,409.5,2022-06-01 14:50:00,8861
892072.0,410.8139,410.63,410.74,411.05,410.48,2022-06-01 14:55:00,8021
913943.0,410.1359,410.7424,409.98,410.75,409.58,2022-06-01 15:00:00,8697
783404.0,409.9171,409.98,409.52,410.3,409.47,2022-06-01 15:05:00,7970
1130105.0,410.5852,409.54,409.84,410.32,409.49,2022-06-01 15:10:00,6082
2315792.0,411.1968,409.83,409.34,409.955,408.85,2022-06-01 15:15:00,10070
898284.0,408.8346,409.32,408.64,409.32,408.34,2022-06-01 15:20:00,8830
1294102.0,408.3822,408.65,408.7788,408.83,407.97,2022-06-01 15:25:00,10255
754344.0,408.7518,408.79,408.55,409.07,408.32,2022-06-01 15:30:00,6849
893924.0,408.3344,408.59,408.4,408.75,408.01,2022-06-01 15:35:00,6871
736017.0,407.9377,408.4,407.65,408.4,407.61,2022-06-01 15:40:00,7347
1400609.0,410.5055,407.63,407.51,408.16,407.45,2022-06-01 15:45:00,6570
738939.0,407.6511,407.515,407.97,408.01,407.36,2022-06-01 15:50:00,6977
629287.0,407.9028,407.99,407.6459,408.23,407.56,2022-06-01 15:55:00,6308
795161.0,407.3644,407.64,407.31,407.77,407.17,2022-06-01 16:00:00,7168
546489.0,407.698,407.315,407.65,407.95,407.3,2022-06-01 16:05:00,6139
774585.0,407.3574,407.64,407.71,407.73,407.06,2022-06-01 16:10:00,7445
749085.0,407.9755,407.69,408.18,408.37,407.56,2022-06-01 16:15:00,7797
550751.0,408.2891,408.18,408.29,408.45,408.05,2022-06-01 16:20:00,5431
516675.0,407.9914,408.29,407.54,408.35,407.53,2022-06-01 16:25:00,5394
676217.0,408.0701,407.55,408.235,408.58,407.48,2022-06-01 16:30:00,6754
490937.0,408.105,408.25,408.05,408.4299,407.76,2022-06-01 16:35:00,5245
504202.0,407.9762,408.03,407.69,408.365,407.63,2022-06-01 16:40:00,5293
593026.0,407.4355,407.69,407.3193,407.74,407.08,2022-06-01 16:45:00,5834
629810.0,407.3039,407.3,407.83,407.8426,406.93,2022-06-01 16:50:00,6664
536151.0,407.9295,407.83,408.0,408.19,407.59,2022-06-01 16:55:00,5549
506118.0,408.1231,407.99,407.95,408.4,407.79,2022-06-01 17:00:00,4989
767455.0,408.5507,407.9299,408.97,409.02,407.87,2022-06-01 17:05:00,8194
742759.0,408.9284,408.97,408.5501,409.22,408.5,2022-06-01 17:10:00,7542
858558.0,410.151,408.5999,409.145,409.32,408.56,2022-06-01 17:15:00,5811
783848.0,409.1187,409.14,409.015,409.59,408.76,2022-06-01 17:20:00,7205
779110.0,410.4579,409.01,409.2,409.59,408.99,2022-06-01 17:25:00,5338
842449.0,410.2811,409.25,409.5,409.59,408.81,2022-06-01 17:30:00,5792
969456.0,409.8878,409.52,410.02,410.24,409.3976,2022-06-01 17:35:00,9164
842923.0,410.0362,410.02,410.15,410.285,409.8,2022-06-01 17:40:00,7622
619298.0,410.1211,410.18,409.92,410.44,409.82,2022-06-01 17:45:00,6128
700382.0,409.7254,409.92,409.35,410.18,409.31,2022-06-01 17:50:00,7043
732501.0,409.9019,409.37,409.82,410.37,409.32,2022-06-01 17:55:00,6591
1160951.0,410.1387,409.82,410.35,410.52,409.681,2022-06-01 18:00:00,9945
997995.0,410.3403,410.34,410.36,410.69,409.9,2022-06-01 18:05:00,9179
560464.0,410.1824,410.3602,410.27,410.48,409.88,2022-06-01 18:10:00,5746
683205.0,410.2559,410.3,410.15,410.61,409.83,2022-06-01 18:15:00,6343
1102932.0,410.8752,410.16,411.37,411.4298,409.9101,2022-06-01 18:20:00,11013
1371010.0,411.801,411.375,411.68,412.1,411.28,2022-06-01 18:25:00,12475
731822.0,411.7943,411.68,411.83,411.97,411.57,2022-06-01 18:30:00,7733
976247.0,411.8113,411.84,411.43,412.13,411.41,2022-06-01 18:35:00,8585
816972.0,411.7648,411.43,412.2,412.27,411.34,2022-06-01 18:40:00,8113
749899.0,411.8384,412.21,411.77,412.33,411.47,2022-06-01 18:45:00,7131
734293.0,411.4321,411.75,411.16,411.82,411.08,2022-06-01 18:50:00,7674
684342.0,411.0984,411.16,411.12,411.51,410.82,2022-06-01 18:55:00,6635
849912.0,411.0182,411.12,410.91,411.45,410.52,2022-06-01 19:00:00,7590
874342.0,411.7803,410.89,411.37,411.68,410.84,2022-06-01 19:05:00,6141
1089800.0,412.0085,411.38,412.01,412.19,411.23,2022-06-01 19:10:00,7455
1073109.0,412.0563,412.01,412.01,412.54,411.675,2022-06-01 19:15:00,9892
857143.0,412.302,412.01,412.0,412.4,411.83,2022-06-01 19:20:00,6044
594784.0,411.7998,412.01,411.71,412.04,411.4387,2022-06-01 19:25:00,5663
1092905.0,411.4216,411.735,411.34,411.735,411.22,2022-06-01 19:30:00,8980
875868.0,411.5339,411.33,412.08,412.1,410.98,2022-06-01 19:35:00,8803
854819.0,412.1001,412.11,411.75,412.41,411.73,2022-06-01 19:40:00,9158
1318526.0,411.7225,411.74,411.84,412.08,411.37,2022-06-01 19:45:00,11451
2578494.0,411.675,411.84,410.5,412.225,410.42,2022-06-01 19:50:00,17487
5728983.0,410.5727,410.47,409.62,410.625,409.53,2022-06-01 19:55:00,24683
1344821.0,410.2954,409.64,409.66,409.98,409.46,2022-06-01 20:00:00,4181
2622029.0,409.6969,409.68,409.5,409.7338,409.21,2022-06-01 20:05:00,1639
201252.0,409.5192,409.53,409.67,409.71,409.35,2022-06-01 20:10:00,899
273805.0,409.5897,409.73,409.39,409.73,409.39,2022-06-01 20:15:00,523
141706.0,409.3381,409.4,409.5,409.59,409.24,2022-06-01 20:20:00,800
381797.0,409.5672,409.5,409.52,409.6,409.47,2022-06-01 20:25:00,509
50842.0,409.533,409.55,409.37,409.63,409.37,2022-06-01 20:30:00,280
45452.0,409.4419,409.401,409.4,409.5,409.39,2022-06-01 20:35:00,180
44851.0,409.4573,409.4,409.25,409.59,409.21,2022-06-01 20:40:00,187
27622.0,409.402,409.26,409.53,409.53,409.17,2022-06-01 20:45:00,156
41600.0,409.4032,409.42,409.21,409.55,409.21,2022-06-01 20:50:00,213
89968.0,409.3564,409.25,409.38,409.4499,409.15,2022-06-01 20:55:00,264
16623.0,409.4416,409.45,409.4,409.56,409.4,2022-06-01 21:00:00,87
2344.0,409.3509,409.38,409.35,409.38,409.34,2022-06-01 21:05:00,31
12293.0,409.3518,409.35,409.39,409.39,409.34,2022-06-01 21:10:00,46
10802.0,409.4017,409.39,409.45,409.46,409.39,2022-06-01 21:15:00,33
4324.0,409.483,409.47,409.5,409.5,409.46,2022-06-01 21:20:00,57
6586.0,409.4496,409.48,409.5,409.5,409.39,2022-06-01 21:25:00,35
11385.0,409.4656,409.45,409.39,409.47,409.39,2022-06-01 21:30:00,79
2427.0,409.4213,409.4,409.4554,409.4554,409.4,2022-06-01 21:35:00,14
2525.0,409.4591,409.5,409.45,409.5,409.43,2022-06-01 21:40:00,34
