volume,vw,open,close,high,low,timestamp,trades
10080.0,527.5381,527.42,527.39,528.64,527.0,2024-06-03 08:00:00,121
7159.0,527.6746,527.72,527.73,527.76,527.6,2024-06-03 08:05:00,56
6671.0,527.9152,527.75,528.14,528.14,527.75,2024-06-03 08:10:00,41
2712.0,527.9439,527.95,528.0,528.0,527.89,2024-06-03 08:15:00,23
1033.0,528.1509,528.03,528.15,528.22,528.03,2024-06-03 08:20:00,23
4976.0,528.2088,528.16,528.25,528.32,528.16,2024-06-03 08:25:00,27
4804.0,528.4356,528.26,528.45,528.48,528.26,2024-06-03 08:30:00,43
29382.0,528.4024,528.41,528.32,528.49,528.25,2024-06-03 08:35:00,143
34474.0,528.1948,528.32,528.14,528.35,528.08,2024-06-03 08:40:00,126
33198.0,528.2897,528.09,528.41,528.42,528.09,2024-06-03 08:45:00,137
632.0,528.429,528.41,528.54,528.54,528.41,2024-06-03 08:50:00,6
10901.0,528.5255,528.54,528.44,528.62,528.41,2024-06-03 08:55:00,51
43474.0,528.2805,528.4,528.3,528.4,528.19,2024-06-03 09:00:00,178
2556.0,528.3631,528.35,528.4,528.4,528.35,2024-06-03 09:05:00,21
313.0,528.2921,528.29,528.29,528.29,528.29,2024-06-03 09:10:00,2
1444.0,528.1222,528.13,528.16,528.16,528.1,2024-06-03 09:15:00,17
1003.0,528.1514,528.12,528.16,528.21,528.11,2024-06-03 09:25:00,8
1458.0,528.2624,528.21,528.29,528.29,528.21,2024-06-03 09:30:00,12
501.0,528.1599,528.16,528.16,528.16,528.16,2024-06-03 09:35:00,3
3697.0,528.0556,528.1,528.01,528.11,528.01,2024-06-03 09:40:00,38
7985.0,527.9151,528.04,527.78,528.04,527.78,2024-06-03 09:45:00,50
877.0,527.9922,527.91,528.05,528.05,527.91,2024-06-03 09:50:00,12
1422.0,528.0809,528.09,528.08,528.09,528.08,2024-06-03 09:55:00,12
539.0,528.1317,528.13,528.13,528.13,528.13,2024-06-03 10:00:00,7
590.0,528.0727,528.07,528.07,528.07,528.07,2024-06-03 10:05:00,4
502.0,528.1102,528.11,528.11,528.11,528.11,2024-06-03 10:10:00,3
1641.0,528.0995,528.1,528.1,528.1,528.1,2024-06-03 10:15:00,10
236.0,528.0276,528.05,528.05,528.05,528.05,2024-06-03 10:20:00,8
1655.0,528.1177,528.12,528.14,528.14,528.07,2024-06-03 10:25:00,19
50478.0,528.1259,528.17,528.17,528.25,528.0,2024-06-03 10:30:00,195
2434.0,528.0704,528.06,528.07,528.07,528.06,2024-06-03 10:35:00,15
10313.0,528.0465,528.07,528.04,528.07,528.01,2024-06-03 10:40:00,54
2036.0,527.9116,527.96,527.9,527.96,527.9,2024-06-03 10:45:00,22
677.0,527.8919,527.89,527.89,527.89,527.89,2024-06-03 10:50:00,9
798.0,528.0149,528.1,527.97,528.1,527.97,2024-06-03 10:55:00,20
116488.0,528.0851,528.02,528.19,528.29,527.89,2024-06-03 11:00:00,451
23104.0,528.1664,528.18,528.27,528.27,528.1,2024-06-03 11:05:00,88
1761.0,528.3612,528.3,528.39,528.46,528.25,2024-06-03 11:10:00,39
15119.0,528.4326,528.36,528.47,528.5,528.32,2024-06-03 11:15:00,89
7879.0,528.3598,528.43,528.24,528.43,528.24,2024-06-03 11:20:00,71
22541.0,528.0429,528.17,527.99,528.17,527.95,2024-06-03 11:25:00,101
5633.0,528.2541,528.09,528.25,528.45,528.09,2024-06-03 11:30:00,58
14930.0,528.2508,528.23,528.32,528.32,528.12,2024-06-03 11:35:00,105
6918.0,528.465,528.36,528.49,528.52,528.36,2024-06-03 11:40:00,77
86252.0,528.5588,528.44,528.65,528.66,528.36,2024-06-03 11:45:00,324
12397.0,528.6128,528.64,528.58,528.65,528.52,2024-06-03 11:50:00,66
