volume,vw,open,close,high,low,timestamp,trades
17911.0,385.0275,385.0,384.93,385.34,384.92,2021-03-01 09:00:00,133
38244.0,384.9879,384.88,385.08,385.08,384.86,2021-03-01 09:05:00,98
19020.0,385.0487,385.08,384.98,385.15,384.9,2021-03-01 09:10:00,135
4403.0,385.0473,385.03,385.0,385.14,384.98,2021-03-01 09:15:00,42
8715.0,384.8304,384.83,384.82,384.91,384.8,2021-03-01 09:20:00,33
4410.0,384.788,384.91,384.72,384.93,384.72,2021-03-01 09:25:00,35
6116.0,384.6666,384.73,384.65,384.8,384.6,2021-03-01 09:30:00,41
9923.0,384.5384,384.71,384.66,384.71,384.46,2021-03-01 09:35:00,41
2730.0,384.6108,384.55,384.72,384.72,384.55,2021-03-01 09:40:00,21
4022.0,384.918,384.91,384.83,385.03,384.77,2021-03-01 09:45:00,16
2218.0,384.9226,384.9,384.96,384.96,384.9,2021-03-01 09:50:00,16
4565.0,384.97,384.96,384.92,385.02,384.92,2021-03-01 09:55:00,23
1872.0,384.8852,384.95,384.93,384.95,384.84,2021-03-01 10:00:00,12
56944.0,384.941,385.03,384.82,385.03,384.77,2021-03-01 10:05:00,123
50102.0,384.9388,384.82,384.94,384.95,384.82,2021-03-01 10:10:00,85
2170.0,385.0084,384.98,385.01,385.01,384.98,2021-03-01 10:15:00,11
721.0,385.1745,385.1,385.19,385.2,385.1,2021-03-01 10:20:00,9
1808.0,385.1592,385.18,385.1,385.2,385.1,2021-03-01 10:25:00,15
300.0,385.0,385.0,385.0,385.0,385.0,2021-03-01 10:30:00,1
4947.0,385.08,385.09,385.07,385.16,385.03,2021-03-01 10:35:00,22
6270.0,385.0608,385.01,385.0,385.1,385.0,2021-03-01 10:40:00,14
13121.0,384.9602,384.96,384.97,384.97,384.96,2021-03-01 10:45:00,21
959.0,384.9477,384.96,384.95,384.96,384.93,2021-03-01 10:50:00,4
1230.0,384.8541,384.86,384.84,384.86,384.84,2021-03-01 10:55:00,8
10553.0,384.8237,384.86,384.78,384.91,384.78,2021-03-01 11:00:00,22
6836.0,384.6577,384.78,384.66,384.78,384.6,2021-03-01 11:05:00,25
3542.0,384.5859,384.58,384.61,384.61,384.55,2021-03-01 11:10:00,13
3119.0,384.4037,384.41,384.38,384.45,384.38,2021-03-01 11:15:00,24
9145.0,384.3117,384.4,384.42,384.42,384.28,2021-03-01 11:20:00,39
4970.0,384.3466,384.36,384.25,384.41,384.25,2021-03-01 11:25:00,20
4350.0,384.3447,384.24,384.43,384.49,384.24,2021-03-01 11:30:00,36
29585.0,384.5212,384.46,384.55,384.55,384.42,2021-03-01 11:35:00,45
12140.0,384.6636,384.53,384.55,384.99,384.53,2021-03-01 11:40:00,60
26202.0,384.6018,384.56,384.5,384.61,384.5,2021-03-01 11:45:00,38
4371.0,384.2317,384.31,384.08,384.39,384.06,2021-03-01 11:50:00,36
1904.0,384.2479,384.18,384.33,384.33,384.18,2021-03-01 11:55:00,25
42284.0,384.2838,384.28,384.5,384.5,384.12,2021-03-01 12:00:00,254
21592.0,384.4001,384.39,384.43,384.48,384.32,2021-03-01 12:05:00,112
25603.0,384.4517,384.45,384.45,384.5,384.38,2021-03-01 12:10:00,93
127289.0,384.5515,384.43,384.65,384.83,384.4,2021-03-01 12:15:00,281
26495.0,384.6044,384.57,384.64,384.64,384.5,2021-03-01 12:20:00,78
24834.0,384.4146,384.54,384.34,384.55,384.28,2021-03-01 12:25:00,108
7229.0,384.2809,384.35,384.3,384.35,384.18,2021-03-01 12:30:00,47
16510.0,384.2652,384.25,384.34,384.34,384.23,2021-03-01 12:35:00,91
11797.0,384.2875,384.35,384.37,384.37,384.2,2021-03-01 12:40:00,52
13152.0,384.4274,384.3,384.46,384.53,384.3,2021-03-01 12:45:00,81
18394.0,384.4855,384.41,384.58,384.61,384.41,2021-03-01 12:50:00,74
11453.0,384.6229,384.6,384.63,384.66,384.58,2021-03-01 12:55:00,55
164293.0,384.4663,384.5099,384.84,384.85,382.77,2021-03-01 13:00:00,768
100986.0,384.8374,384.82,384.83,384.92,384.7904,2021-03-01 13:05:00,212
78917.0,384.9279,384.83,384.99,385.06,384.56,2021-03-01 13:10:00,285
131029.0,383.0075,385.0,384.8496,385.05,380.36,2021-03-01 13:15:00,209
65334.0,384.7053,384.81,384.53,384.85,384.49,2021-03-01 13:20:00,203
48000.0,384.4911,384.58,384.4,384.58,384.37,2021-03-01 13:25:00,201
146138.0,384.3236,384.43,384.38,384.43,384.24,2021-03-01 13:30:00,414
86481.0,384.5444,384.41,384.7,384.72,384.4,2021-03-01 13:35:00,219
270741.0,384.7038,384.71,384.642,384.76,384.61,2021-03-01 13:40:00,456
58291.0,384.7514,384.68,384.84,384.84,384.65,2021-03-01 13:45:00,221
68668.0,384.9452,384.83,385.0,385.05,384.75,2021-03-01 13:50:00,241
83276.0,384.9856,385.0,384.93,385.05,384.88,2021-03-01 13:55:00,277
60065.0,384.8867,384.91,384.94,385.11,384.68,2021-03-01 14:00:00,347
146305.0,384.8684,384.96,384.68,385.36,384.5,2021-03-01 14:05:00,650
83692.0,385.116,384.67,385.21,385.26,384.67,2021-03-01 14:10:00,593
82025.0,385.1743,385.1,385.08,385.26,385.05,2021-03-01 14:15:00,988
64254.0,385.1214,385.09,385.22,385.32,384.96,2021-03-01 14:20:00,593
140003.0,385.434,385.23,385.59,385.59,385.2,2021-03-01 14:25:00,928
4245429.0,386.1077,385.59,386.38,386.43,385.54,2021-03-01 14:30:00,28860
2725076.0,386.0397,386.39,385.92,386.56,385.57,2021-03-01 14:35:00,19402
1727006.0,386.242,385.92,386.525,386.63,385.91,2021-03-01 14:40:00,12684
2296170.0,386.628,386.53,386.33,386.91,386.25,2021-03-01 14:45:00,15483
1599608.0,386.398,386.33,386.62,386.8,386.01,2021-03-01 14:50:00,12074
1883020.0,386.9039,386.64,386.93,387.04,386.64,2021-03-01 14:55:00,12382
2300929.0,387.178,386.94,387.33,387.58,386.47,2021-03-01 15:00:00,17801
2083521.0,387.2914,387.33,387.1919,387.61,386.84,2021-03-01 15:05:00,13816
2378005.0,387.2325,387.19,387.26,387.43,386.9501,2021-03-01 15:10:00,13279
1742712.0,387.7969,387.2589,388.1419,388.17,387.255,2021-03-01 15:15:00,11088
1087121.0,388.2301,388.16,388.2,388.4,387.22,2021-03-01 15:20:00,8221
1055131.0,388.0916,388.2,388.03,388.23,387.92,2021-03-01 15:25:00,7460
1228424.0,388.2001,388.025,388.31,388.48,387.93,2021-03-01 15:30:00,8900
1001766.0,388.4894,388.31,388.6301,388.67,388.21,2021-03-01 15:35:00,7732
1129776.0,388.6658,388.64,388.78,388.82,388.51,2021-03-01 15:40:00,7861
826377.0,388.6779,388.78,388.83,388.86,388.46,2021-03-01 15:45:00,5604
586757.0,388.8548,388.8241,388.9081,388.96,388.76,2021-03-01 15:50:00,4842
1066255.0,388.9913,388.9,388.99,389.14,388.83,2021-03-01 15:55:00,6393
1500482.0,387.4301,388.99,388.59,389.09,388.56,2021-03-01 16:00:00,9188
1975599.0,388.6203,388.59,388.9601,388.97,388.4,2021-03-01 16:05:00,5847
1213034.0,388.9935,388.9619,389.13,389.25,388.9,2021-03-01 16:10:00,5007
624157.0,389.249,389.14,389.39,389.395,389.07,2021-03-01 16:15:00,4554
516740.0,389.2609,389.4,389.18,389.4099,389.17,2021-03-01 16:20:00,4331
970604.0,386.7612,389.175,388.82,389.27,388.7,2021-03-01 16:25:00,5452
2875216.0,388.7839,388.81,388.91,388.99,388.72,2021-03-01 16:30:00,5044
772527.0,389.0362,388.92,388.95,389.21,388.86,2021-03-01 16:35:00,5538
752058.0,389.1802,388.96,389.41,389.43,388.89,2021-03-01 16:40:00,5321
750635.0,389.2731,389.42,389.2781,389.42,389.16,2021-03-01 16:45:00,4453
492890.0,389.2813,389.275,389.33,389.37,389.18,2021-03-01 16:50:00,3619
908447.0,389.286,389.3293,389.37,389.5,389.17,2021-03-01 16:55:00,4420
820152.0,389.5011,389.38,389.4399,389.68,389.35,2021-03-01 17:00:00,5558
508711.0,389.5465,389.43,389.555,389.65,389.41,2021-03-01 17:05:00,3471
628111.0,389.3358,389.5519,389.465,389.63,389.43,2021-03-01 17:10:00,3486
1161976.0,389.1793,389.46,389.09,389.47,389.01,2021-03-01 17:15:00,6683
681534.0,387.6538,389.09,389.43,389.44,380.572,2021-03-01 17:20:00,4045
308587.0,389.4038,389.423,389.32,389.48,389.32,2021-03-01 17:25:00,3162
365100.0,389.4361,389.3399,389.505,389.5289,389.28,2021-03-01 17:30:00,3175
303180.0,389.4505,389.5081,389.31,389.57,389.29,2021-03-01 17:35:00,2781
345972.0,389.2377,389.32,389.3975,389.4,389.08,2021-03-01 17:40:00,2968
354385.0,389.4865,389.4,389.6399,389.65,389.3,2021-03-01 17:45:00,3145
335886.0,389.4472,389.64,389.31,389.68,389.275,2021-03-01 17:50:00,2870
788301.0,389.0223,389.31,388.91,389.325,388.76,2021-03-01 17:55:00,5747
712663.0,388.8454,388.93,388.8519,389.019,388.635,2021-03-01 18:00:00,5624
514991.0,388.8709,388.855,388.72,388.9999,388.71,2021-03-01 18:05:00,4010
800069.0,388.5432,388.72,388.41,388.81,388.36,2021-03-01 18:10:00,5697
1196723.0,385.1137,388.425,388.51,388.54,388.25,2021-03-01 18:15:00,5232
927973.0,388.6922,388.51,388.8581,388.91,388.45,2021-03-01 18:20:00,5296
