volume,vw,open,close,high,low,timestamp,trades
15570.0,328.5652,328.52,329.03,329.03,328.4,2020-11-02 09:00:00,98
12486.0,328.9667,328.98,328.99,329.01,328.87,2020-11-02 09:05:00,49
9362.0,329.1348,328.97,329.25,329.3,328.93,2020-11-02 09:10:00,51
523.0,328.9611,328.92,329.09,329.09,328.92,2020-11-02 09:15:00,10
1201.0,329.0749,329.14,329.05,329.14,329.0,2020-11-02 09:20:00,6
9264.0,329.8413,329.3,329.95,330.0,329.3,2020-11-02 09:25:00,70
7190.0,330.2962,329.92,330.43,330.59,329.88,2020-11-02 09:30:00,65
8882.0,330.4295,330.45,330.4,330.55,330.35,2020-11-02 09:35:00,60
175.0,330.3051,330.3,330.3,330.3,330.3,2020-11-02 09:40:00,3
2259.0,330.3179,330.29,330.35,330.35,330.29,2020-11-02 09:45:00,7
975.0,330.3232,330.32,330.02,330.43,330.02,2020-11-02 09:50:00,14
7604.0,330.1495,330.19,330.18,330.21,330.13,2020-11-02 09:55:00,35
6231.0,330.5872,330.2,330.7,330.7,330.19,2020-11-02 10:00:00,57
4720.0,330.3947,330.85,330.3,330.85,330.29,2020-11-02 10:05:00,33
4212.0,330.5094,330.43,330.42,330.57,330.42,2020-11-02 10:10:00,16
7012.0,330.4075,330.29,330.5,330.5,330.29,2020-11-02 10:15:00,38
6995.0,330.4181,330.4,330.41,330.63,330.33,2020-11-02 10:20:00,31
451.0,330.4827,330.42,330.55,330.55,330.42,2020-11-02 10:25:00,7
1802.0,330.4971,330.42,330.62,330.62,330.42,2020-11-02 10:30:00,8
900.0,330.6761,330.67,330.69,330.77,330.6,2020-11-02 10:35:00,11
5505.0,330.8884,330.88,330.73,330.96,330.73,2020-11-02 10:40:00,34
7085.0,330.7131,330.75,330.74,330.87,330.68,2020-11-02 10:45:00,44
20225.0,331.1101,330.77,331.52,331.52,330.7,2020-11-02 10:50:00,140
20364.0,331.8874,331.57,331.74,332.12,331.57,2020-11-02 10:55:00,149
12041.0,331.5392,331.66,331.29,331.76,331.27,2020-11-02 11:00:00,87
9851.0,331.2893,331.35,331.29,331.39,331.19,2020-11-02 11:05:00,71
16336.0,331.3777,331.14,331.4,331.4,331.14,2020-11-02 11:10:00,54
10758.0,331.2167,331.29,331.33,331.33,331.11,2020-11-02 11:15:00,64
8143.0,331.6125,331.35,331.67,331.67,331.35,2020-11-02 11:20:00,39
5537.0,331.5974,331.71,331.37,331.75,331.24,2020-11-02 11:25:00,106
11597.0,331.5037,331.59,331.36,331.62,331.36,2020-11-02 11:30:00,93
9171.0,331.6062,331.51,331.56,331.76,331.49,2020-11-02 11:35:00,43
9158.0,331.5099,331.53,331.54,331.6,331.36,2020-11-02 11:40:00,54
66386.0,331.1238,331.48,331.08,331.56,331.04,2020-11-02 11:45:00,215
37430.0,331.0826,331.02,331.02,331.22,331.01,2020-11-02 11:50:00,127
2170.0,331.1222,331.08,331.14,331.14,331.08,2020-11-02 11:55:00,12
93368.0,330.9871,331.09,330.97,331.25,330.88,2020-11-02 12:00:00,404
