volume,vw,open,close,high,low,timestamp,trades
91506.0,593.5351,593.91,593.56,594.6,590.36,2025-02-03 09:00:00,780
88860.0,593.4392,593.51,593.3,593.6,593.16,2025-02-03 09:05:00,486
19431.0,592.9779,593.01,593.21,593.28,592.71,2025-02-03 09:10:00,200
16055.0,592.9746,593.22,592.6,593.22,592.6,2025-02-03 09:15:00,168
7465.0,592.6177,592.37,592.68,592.91,592.26,2025-02-03 09:20:00,181
10692.0,592.8559,592.99,592.9,593.0,592.73,2025-02-03 09:25:00,145
8097.0,593.122,593.0,593.32,593.38,592.95,2025-02-03 09:30:00,135
1327.0,593.0436,593.25,592.8,593.25,592.8,2025-02-03 09:35:00,61
4713.0,592.6084,592.69,592.31,592.86,592.31,2025-02-03 09:40:00,127
2013.0,592.3337,592.52,592.28,592.52,592.22,2025-02-03 09:45:00,68
1618.0,592.3488,592.49,592.44,592.49,592.29,2025-02-03 09:50:00,46
4899.0,592.2725,592.31,592.11,592.31,592.11,2025-02-03 09:55:00,148
23817.0,591.9971,592.3,591.81,592.31,591.8,2025-02-03 10:00:00,209
5230.0,592.5766,592.5,592.69,592.69,592.42,2025-02-03 10:05:00,62
3370.0,592.6474,592.85,592.75,592.85,592.47,2025-02-03 10:10:00,92
7871.0,592.7212,592.76,592.71,592.76,592.66,2025-02-03 10:15:00,63
9213.0,592.7227,592.69,592.65,592.88,592.53,2025-02-03 10:20:00,141
695.0,592.7883,592.83,592.71,592.83,592.71,2025-02-03 10:25:00,36
23382.0,593.4489,592.97,593.43,593.5,592.97,2025-02-03 10:30:00,189
48473.0,593.4929,593.46,593.45,593.53,593.4,2025-02-03 10:35:00,206
35495.0,593.517,593.59,593.69,593.77,593.4,2025-02-03 10:40:00,191
3849.0,593.4013,593.4,593.4,593.41,593.35,2025-02-03 10:45:00,42
1557.0,593.3302,593.48,593.22,593.48,593.15,2025-02-03 10:50:00,71
351.0,593.367,593.38,593.36,593.38,593.36,2025-02-03 10:55:00,17
3456.0,593.913,593.61,593.95,594.0,593.61,2025-02-03 11:00:00,80
