volume,vw,open,close,high,low,timestamp,trades
15736.0,460.5316,460.0,460.57,460.73,460.0,2021-12-01 09:00:00,214
22823.0,460.9864,460.68,461.16,461.37,460.68,2021-12-01 09:05:00,174
4484.0,461.2072,461.2,461.2,461.3,461.12,2021-12-01 09:10:00,93
5536.0,461.3272,461.33,461.4,461.51,461.21,2021-12-01 09:15:00,89
3303.0,461.3407,461.32,461.3,461.39,461.27,2021-12-01 09:20:00,62
3434.0,461.3013,461.23,461.41,461.41,461.23,2021-12-01 09:25:00,53
3398.0,461.4956,461.43,461.49,461.61,461.33,2021-12-01 09:30:00,59
4518.0,461.7867,461.7,462.0,462.0,461.7,2021-12-01 09:35:00,58
14608.0,461.9948,462.05,461.92,462.12,461.76,2021-12-01 09:40:00,130
5109.0,461.789,461.91,461.72,461.91,461.67,2021-12-01 09:45:00,65
895.0,461.7619,461.84,461.75,461.84,461.74,2021-12-01 09:50:00,18
2290.0,461.7609,461.78,461.77,461.78,461.7,2021-12-01 09:55:00,38
1699.0,461.7608,461.77,461.71,461.78,461.71,2021-12-01 10:00:00,17
2586.0,461.4865,461.59,461.51,461.6,461.38,2021-12-01 10:05:00,41
3097.0,461.407,461.52,461.38,461.52,461.35,2021-12-01 10:10:00,54
2985.0,461.3748,461.38,461.53,461.53,461.28,2021-12-01 10:15:00,57
6224.0,461.4325,461.42,461.33,461.47,461.33,2021-12-01 10:20:00,35
2864.0,461.5109,461.4,461.55,461.57,461.4,2021-12-01 10:25:00,31
5739.0,461.5622,461.45,461.62,461.64,461.45,2021-12-01 10:30:00,40
714.0,461.5881,461.6,461.57,461.6,461.57,2021-12-01 10:35:00,13
2318.0,461.5649,461.6,461.47,461.6,461.47,2021-12-01 10:40:00,25
1266.0,461.5647,461.51,461.62,461.62,461.51,2021-12-01 10:45:00,21
4811.0,461.684,461.61,461.8,461.83,461.5,2021-12-01 10:50:00,58
9055.0,461.7172,461.7,461.74,461.78,461.6,2021-12-01 10:55:00,83
4087.0,461.5387,461.77,461.46,461.82,461.46,2021-12-01 11:00:00,58
38694.0,461.5431,461.54,461.63,461.65,461.4,2021-12-01 11:05:00,154
3242.0,461.4868,461.52,461.39,461.52,461.39,2021-12-01 11:10:00,59
19178.0,461.2025,461.35,461.35,461.35,461.11,2021-12-01 11:15:00,128
2791.0,461.4724,461.35,461.41,461.6,461.35,2021-12-01 11:20:00,42
17906.0,461.4424,461.42,461.5,461.5,461.4,2021-12-01 11:25:00,60
1046.0,461.4985,461.52,461.51,461.55,461.5,2021-12-01 11:30:00,19
14512.0,461.5742,461.59,461.42,461.63,461.37,2021-12-01 11:35:00,65
9932.0,461.3961,461.37,461.46,461.47,461.35,2021-12-01 11:40:00,54
6034.0,461.5603,461.42,461.65,461.69,461.4,2021-12-01 11:45:00,58
16184.0,461.8502,461.64,461.94,461.95,461.64,2021-12-01 11:50:00,91
15204.0,461.985,462.0,461.95,462.02,461.93,2021-12-01 11:55:00,85
49630.0,461.965,461.96,461.8,462.07,461.8,2021-12-01 12:00:00,349
11598.0,461.7263,461.82,461.66,461.85,461.66,2021-12-01 12:05:00,150
35736.0,461.7662,461.68,461.81,461.84,461.63,2021-12-01 12:10:00,264
80405.0,461.9088,461.75,461.99,462.17,461.64,2021-12-01 12:15:00,510
31214.0,462.2339,462.04,462.22,462.45,462.03,2021-12-01 12:20:00,256
15574.0,462.1902,462.16,462.23,462.29,462.05,2021-12-01 12:25:00,166
29782.0,462.1064,462.18,461.92,462.28,461.91,2021-12-01 12:30:00,218
110527.0,461.9238,462.03,462.06,462.1,461.85,2021-12-01 12:35:00,466
11978.0,462.1113,462.08,462.14,462.19,462.03,2021-12-01 12:40:00,115
19576.0,462.03,462.11,462.0,462.14,461.96,2021-12-01 12:45:00,167
10624.0,462.1585,462.01,462.22,462.24,462.01,2021-12-01 12:50:00,110
25713.0,462.1369,462.2,462.05,462.21,462.05,2021-12-01 12:55:00,180
204771.0,461.7791,461.67,461.71,462.42,455.901,2021-12-01 13:00:00,1084
37143.0,461.6817,461.69,461.7,461.8,461.6,2021-12-01 13:05:00,326
75276.0,461.4379,461.7,461.66,461.73,460.27,2021-12-01 13:10:00,368
52369.0,461.8147,461.64,461.83,461.95,461.64,2021-12-01 13:15:00,441
38003.0,461.6464,461.86,461.59,461.91,461.47,2021-12-01 13:20:00,410
48673.0,461.6019,461.57,461.42,461.76,461.38,2021-12-01 13:25:00,323
38629.0,461.8064,461.4,461.94,461.96,461.4,2021-12-01 13:30:00,297
50330.0,461.0019,461.95,462.02,462.05,461.88,2021-12-01 13:35:00,308
38567.0,462.0703,462.03,462.21,462.23,461.93,2021-12-01 13:40:00,300
31452.0,462.1501,462.2,462.07,462.25,462.02,2021-12-01 13:45:00,227
29672.0,461.4644,462.05,461.85,462.14,461.76,2021-12-01 13:50:00,298
40361.0,461.7433,461.85,461.75,461.85,461.65,2021-12-01 13:55:00,487
30274.0,461.8845,461.75,461.89,461.96,461.75,2021-12-01 14:00:00,428
40797.0,461.9264,461.87,461.92,462.0,461.85,2021-12-01 14:05:00,396
42547.0,461.8368,461.92,461.78,462.0,461.72,2021-12-01 14:10:00,477
25833.0,461.8324,461.78,461.63,461.99,461.63,2021-12-01 14:15:00,384
31751.0,461.6437,461.65,461.61,461.72,461.58,2021-12-01 14:20:00,378
123231.0,461.6162,461.62,461.64,461.73,461.47,2021-12-01 14:25:00,748
2208181.0,461.1526,461.64,460.54,461.83,460.42,2021-12-01 14:30:00,18645
1319574.0,460.5714,460.52,460.51,460.82,460.24,2021-12-01 14:35:00,12963
1042882.0,460.88,460.49,461.09,461.27,460.43,2021-12-01 14:40:00,10834
1269495.0,461.2216,461.09,460.86,461.55,460.86,2021-12-01 14:45:00,13869
890047.0,460.9394,460.84,460.93,461.25,460.6713,2021-12-01 14:50:00,9931
857181.0,461.3298,460.94,461.45,461.67,460.88,2021-12-01 14:55:00,8699
1566495.0,462.2239,461.48,462.15,462.65,461.47,2021-12-01 15:00:00,15713
1139141.0,462.4875,462.16,462.82,462.9,462.16,2021-12-01 15:05:00,11898
1223210.0,462.7402,462.83,462.61,462.99,462.43,2021-12-01 15:10:00,11550
1045228.0,462.9371,462.61,463.0,463.16,462.6,2021-12-01 15:15:00,10294
932855.0,462.7577,462.995,462.79,463.12,462.36,2021-12-01 15:20:00,9983
686169.0,462.7038,462.78,462.26,462.979,462.24,2021-12-01 15:25:00,7593
924265.0,462.5669,462.27,462.39,462.88,462.27,2021-12-01 15:30:00,9827
892116.0,462.2996,462.41,461.7704,462.58,461.77,2021-12-01 15:35:00,9550
1242582.0,461.8686,461.79,462.41,462.55,461.23,2021-12-01 15:40:00,12873
731226.0,462.7997,462.43,463.01,463.07,462.36,2021-12-01 15:45:00,7714
950374.0,463.1471,463.01,463.36,463.39,462.81,2021-12-01 15:50:00,7872
933483.0,463.3308,463.37,463.46,463.54,463.0,2021-12-01 15:55:00,8487
1330137.0,463.4099,463.45,463.25,463.53,463.16,2021-12-01 16:00:00,8783
602269.0,463.3856,463.25,463.43,463.54,463.18,2021-12-01 16:05:00,5954
1081859.0,463.9887,463.43,464.305,464.32,463.43,2021-12-01 16:10:00,9757
1241064.0,462.6453,464.31,464.46,464.58,464.085,2021-12-01 16:15:00,7908
764216.0,464.3864,464.45,464.53,464.53,464.24,2021-12-01 16:20:00,6263
696902.0,464.4769,464.53,464.2485,464.67,464.19,2021-12-01 16:25:00,6365
1409714.0,462.6739,464.25,464.13,464.55,463.83,2021-12-01 16:30:00,10810
1073846.0,462.1499,464.13,463.95,464.23,463.78,2021-12-01 16:35:00,8341
507389.0,463.9511,463.96,463.83,464.11,463.76,2021-12-01 16:40:00,5505
983903.0,463.56,463.84,463.77,463.91,463.32,2021-12-01 16:45:00,8454
540257.0,463.3884,463.75,463.1,463.75,463.08,2021-12-01 16:50:00,5378
1318377.0,462.6684,463.12,462.67,463.16,462.24,2021-12-01 16:55:00,12552
1048987.0,462.7465,462.68,463.13,463.15,462.4,2021-12-01 17:00:00,9597
561161.0,463.0486,463.14,462.97,463.367,462.785,2021-12-01 17:05:00,5393
414155.0,463.1986,462.97,463.28,463.34,462.85,2021-12-01 17:10:00,4268
747184.0,463.5632,463.28,463.55,463.81,463.2,2021-12-01 17:15:00,7083
787318.0,461.0259,463.55,463.065,463.74,463.02,2021-12-01 17:20:00,5464
701666.0,462.8371,463.07,462.605,463.245,462.46,2021-12-01 17:25:00,7431
779113.0,460.5642,462.61,462.83,463.02,462.43,2021-12-01 17:30:00,5805
534771.0,462.5467,462.86,462.85,462.89,462.35,2021-12-01 17:35:00,5113
670325.0,462.7252,462.845,462.611,462.96,462.55,2021-12-01 17:40:00,5660
673479.0,460.15,462.61,462.3638,462.76,462.31,2021-12-01 17:45:00,4774
